"Notes"	"State"	"State Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Year of Death"	"Year of Death Code"	"Month"	"Month Code"	Deaths	Births	Death Rate
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"June"	"6"	14	1888	7.42 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	11	1482	7.42 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	13	1745	7.45 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"June"	"6"	12	1608	7.46 (Unreliable)
	"Arizona"	"04"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	10	1338	7.47 (Unreliable)
	"Pennsylvania"	"42"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	17	2269	7.49 (Unreliable)
	"Arizona"	"04"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	11	1464	7.51 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"August"	"8"	10	1327	7.54 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	13	1724	7.54 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"December"	"12"	10	1321	7.57 (Unreliable)
	"Missouri"	"29"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	11	1452	7.58 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	21	2766	7.59
	"Wisconsin"	"55"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	12	1570	7.64 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	20	2616	7.65
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	19	2482	7.66 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	10	1301	7.69 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	11	1416	7.77 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	17	2186	7.78 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	12	1542	7.78 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	12	1539	7.80 (Unreliable)
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	14	1777	7.88 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"July"	"7"	10	1269	7.88 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"September"	"9"	10	1269	7.88 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	13	1646	7.90 (Unreliable)
	"Pennsylvania"	"42"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	10	1266	7.90 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	10	1258	7.95 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"September"	"9"	10	1250	8.00 (Unreliable)
	"Indiana"	"18"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	10	1247	8.02 (Unreliable)
	"Kentucky"	"21"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	10	1244	8.04 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"November"	"11"	10	1241	8.06 (Unreliable)
	"Pennsylvania"	"42"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	10	1235	8.10 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	10	1231	8.12 (Unreliable)
	"Washington"	"53"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	11	1350	8.15 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	11	1349	8.15 (Unreliable)
	"Missouri"	"29"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	11	1323	8.31 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	15	1799	8.34 (Unreliable)
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	18	2152	8.36 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"June"	"6"	10	1195	8.37 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	13	1546	8.41 (Unreliable)
	"Pennsylvania"	"42"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	18	2126	8.47 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"September"	"9"	10	1180	8.47 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	39	4596	8.49
	"Minnesota"	"27"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	10	1178	8.49 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	12	1413	8.49 (Unreliable)
	"Tennessee"	"47"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"September"	"9"	10	1168	8.56 (Unreliable)
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"April"	"4"	14	1632	8.58 (Unreliable)
	"North Carolina"	"37"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	11	1281	8.59 (Unreliable)
	"Pennsylvania"	"42"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	10	1162	8.61 (Unreliable)
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	15	1734	8.65 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"January"	"1"	11	1265	8.70 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"October"	"10"	11	1263	8.71 (Unreliable)
	"Tennessee"	"47"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	10	1140	8.77 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"August"	"8"	11	1246	8.83 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	13	1470	8.84 (Unreliable)
	"Missouri"	"29"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	11	1240	8.87 (Unreliable)
	"Michigan"	"26"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	10	1119	8.94 (Unreliable)
	"Missouri"	"29"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	11	1227	8.96 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"August"	"8"	10	1114	8.98 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"November"	"11"	10	1110	9.01 (Unreliable)
	"Indiana"	"18"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	14	1549	9.04 (Unreliable)
	"North Carolina"	"37"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	11	1213	9.07 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"September"	"9"	11	1205	9.13 (Unreliable)
	"Michigan"	"26"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	10	1093	9.15 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"August"	"8"	10	1088	9.19 (Unreliable)
	"New York"	"36"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"August"	"8"	10	1079	9.27 (Unreliable)
	"Virginia"	"51"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	14	1509	9.28 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"June"	"6"	11	1184	9.29 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"April"	"4"	10	1074	9.31 (Unreliable)
	"Missouri"	"29"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	10	1068	9.36 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	20	2130	9.39
	"Missouri"	"29"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	13	1381	9.41 (Unreliable)
	"Pennsylvania"	"42"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	11	1160	9.48 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"September"	"9"	12	1246	9.63 (Unreliable)
	"Tennessee"	"47"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	10	1036	9.65 (Unreliable)
	"Illinois"	"17"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	11	1135	9.69 (Unreliable)
	"Arizona"	"04"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	10	1031	9.70 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	14	1442	9.71 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	25	2568	9.74
	"Illinois"	"17"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	11	1128	9.75 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"August"	"8"	13	1331	9.77 (Unreliable)
	"Pennsylvania"	"42"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	12	1224	9.80 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"July"	"7"	12	1218	9.85 (Unreliable)
	"Michigan"	"26"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	10	1014	9.86 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"April"	"4"	10	1012	9.88 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	15	1506	9.96 (Unreliable)
	"Arizona"	"04"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	11	1104	9.96 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	12	1202	9.98 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"October"	"10"	10	989	10.11 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"December"	"12"	13	1278	10.17 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"December"	"12"	11	1080	10.19 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"July"	"7"	13	1263	10.29 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"November"	"11"	13	1260	10.32 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"September"	"9"	14	1353	10.35 (Unreliable)
	"Tennessee"	"47"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	11	1059	10.39 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	15	1443	10.40 (Unreliable)
	"North Carolina"	"37"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	12	1149	10.44 (Unreliable)
	"Indiana"	"18"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	11	1053	10.45 (Unreliable)
	"Indiana"	"18"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	13	1243	10.46 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"December"	"12"	10	955	10.47 (Unreliable)
	"Michigan"	"26"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	11	1049	10.49 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"July"	"7"	10	951	10.52 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"December"	"12"	14	1327	10.55 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"June"	"6"	10	947	10.56 (Unreliable)
	"Missouri"	"29"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	10	946	10.57 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	11	1039	10.59 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"March"	"3"	11	1036	10.62 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"July"	"7"	12	1129	10.63 (Unreliable)
	"Kentucky"	"21"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	12	1124	10.68 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"August"	"8"	12	1121	10.70 (Unreliable)
	"New York"	"36"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"May"	"5"	10	929	10.76 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"January"	"1"	10	926	10.80 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"July"	"7"	10	924	10.82 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"December"	"12"	14	1287	10.88 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"September"	"9"	13	1194	10.89 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"June"	"6"	13	1193	10.90 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"February"	"2"	11	1007	10.92 (Unreliable)
	"New York"	"36"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"December"	"12"	11	1003	10.97 (Unreliable)
	"Pennsylvania"	"42"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	13	1185	10.97 (Unreliable)
	"Tennessee"	"47"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	12	1092	10.99 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"October"	"10"	11	999	11.01 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2022"	"2022"	"April"	"4"	14	1263	11.08 (Unreliable)
	"Kentucky"	"21"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	10	901	11.10 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"April"	"4"	11	990	11.11 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"January"	"1"	12	1077	11.14 (Unreliable)
	"Pennsylvania"	"42"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	12	1074	11.17 (Unreliable)
	"California"	"06"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	10	893	11.20 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"September"	"9"	11	981	11.21 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"April"	"4"	12	1070	11.21 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"October"	"10"	10	891	11.22 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"November"	"11"	14	1245	11.24 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"November"	"11"	11	976	11.27 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"June"	"6"	13	1152	11.28 (Unreliable)
	"Kentucky"	"21"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	10	883	11.33 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	17	1488	11.42 (Unreliable)
	"Illinois"	"17"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	13	1135	11.45 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"October"	"10"	14	1222	11.46 (Unreliable)
	"New York"	"36"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"December"	"12"	12	1047	11.46 (Unreliable)
	"New York"	"36"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"July"	"7"	11	953	11.54 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	18	1554	11.58 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"June"	"6"	11	947	11.62 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"October"	"10"	11	946	11.63 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"March"	"3"	11	946	11.63 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"April"	"4"	13	1116	11.65 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"January"	"1"	14	1194	11.73 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"July"	"7"	11	936	11.75 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"December"	"12"	11	935	11.76 (Unreliable)
	"Washington"	"53"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	10	842	11.88 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"June"	"6"	14	1178	11.88 (Unreliable)
	"Tennessee"	"47"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	13	1090	11.93 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	19	1585	11.99 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"December"	"12"	13	1081	12.03 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"December"	"12"	16	1329	12.04 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"December"	"12"	11	911	12.07 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"September"	"9"	11	903	12.18 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"December"	"12"	11	900	12.22 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	10	817	12.24 (Unreliable)
	"Tennessee"	"47"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	12	975	12.31 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"April"	"4"	11	884	12.44 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"March"	"3"	14	1124	12.46 (Unreliable)
	"Utah"	"49"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	12	962	12.47 (Unreliable)
	"New York"	"36"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"November"	"11"	12	952	12.61 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"September"	"9"	13	1027	12.66 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"October"	"10"	15	1182	12.69 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"January"	"1"	13	1018	12.77 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"February"	"2"	10	783	12.77 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"May"	"5"	14	1096	12.77 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"March"	"3"	15	1168	12.84 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"August"	"8"	16	1242	12.88 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"October"	"10"	14	1085	12.90 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"May"	"5"	13	1003	12.96 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"September"	"9"	11	848	12.97 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"July"	"7"	11	848	12.97 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"February"	"2"	10	770	12.99 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"September"	"9"	12	918	13.07 (Unreliable)
	"Illinois"	"17"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	15	1146	13.09 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2022"	"2022"	"October"	"10"	15	1134	13.23 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"July"	"7"	17	1285	13.23 (Unreliable)
	"Arizona"	"04"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	19	1433	13.26 (Unreliable)
	"Georgia"	"13"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"April"	"4"	10	751	13.32 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"April"	"4"	12	898	13.36 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"January"	"1"	13	972	13.37 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"March"	"3"	14	1046	13.38 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2021"	"2021"	"August"	"8"	11	820	13.41 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2022"	"2022"	"April"	"4"	12	889	13.50 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"Black or African American"	"2054-5"	"2021"	"2021"	"August"	"8"	13	957	13.58 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"March"	"3"	17	1249	13.61 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"Black or African American"	"2054-5"	"2022"	"2022"	"May"	"5"	13	954	13.63 (Unreliable)
	"Missouri"	"29"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	11	802	13.72 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"Black or African American"	"2054-5"	"2021"	"2021"	"April"	"4"	11	800	13.75 (Unreliable)
